Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls
74,415,No,No,0,124.8,114,21.22,133,121
76,415,No,No,0,179.2,85,30.46,222.9,66
91,408,Yes,No,0,246.4,110,41.89,182,98
101,415,No,No,0,232.7,114,39.56,186.4,123
116,408,No,No,0,288,120,48.96,255.8,90
131,415,No,Yes,23,170.8,145,29.04,236.7,93
84,415,No,No,0,216.1,114,36.74,197.5,107
104,415,No,No,0,138.7,100,23.58,215.4,58
108,510,No,No,0,210.7,112,35.82,238.7,73
111,415,No,No,0,181.8,117,30.91,158.1,91
155,408,No,Yes,30,61.6,103,10.47,255.1,110
66,510,No,No,0,207.7,85,35.31,196.7,112
64,510,No,No,0,219.2,73,37.26,167,65
69,415,No,No,0,227,122,38.59,258.7,111
116,415,No,No,0,245.9,73,41.8,240.1,87
101,415,No,No,0,257.3,84,43.74,184.8,115
15,415,No,No,0,121.1,130,20.59,216,86
88,415,No,No,0,301.5,136,51.26,257.7,72
197,415,No,No,0,233.9,96,39.76,218.9,111
50,415,Yes,No,0,99.6,108,16.93,308.7,102
172,510,No,No,0,169.8,123,28.87,183.1,94
188,415,Yes,Yes,26,198.8,115,33.8,166.6,67
85,408,Yes,No,0,116.2,86,19.75,229.7,127
103,510,Yes,No,0,255.9,128,43.5,140.9,92
136,408,No,Yes,27,187.7,84,31.91,221,147
155,408,No,Yes,21,195.9,91,33.3,213.9,84
145,415,No,No,0,129.4,97,22,185.4,101
116,510,No,Yes,12,221,108,37.57,151,118
152,408,No,No,0,140.5,92,23.89,186.8,96
65,415,Yes,No,0,277.9,123,47.24,155.8,112
180,415,No,No,0,224.9,105,38.23,250,101
67,415,No,No,0,109.1,117,18.55,217.4,124
60,415,No,No,0,207.8,109,35.33,123.5,112
138,510,No,No,0,205.9,96,35,257.1,94
44,415,No,No,0,308.6,139,52.46,150.8,94
25,510,No,No,0,242.6,69,41.24,209,117
145,408,No,No,0,229.6,82,39.03,138.1,103
122,510,No,Yes,28,166,62,28.22,233.9,88
121,415,No,No,0,144.8,126,24.62,200.6,82
55,510,Yes,No,0,106.1,77,18.04,123.5,100
77,415,No,No,0,221.8,84,37.71,166,125
12,415,No,No,0,204.6,98,34.78,212.5,90
64,510,No,No,0,213.5,93,36.3,166.6,114
92,415,No,Yes,44,152,95,25.84,274.9,73
125,415,Yes,Yes,29,260.8,81,44.34,163.7,112
160,408,No,No,0,166.4,117,28.29,317,129
79,415,No,No,0,177.9,83,30.24,167.3,84
36,415,No,No,0,235.1,97,39.97,196.8,104
102,415,No,No,0,186.8,92,31.76,173.7,123
138,408,Yes,No,0,268.4,81,45.63,174.4,115
164,510,No,No,0,192.1,95,32.66,249.8,94
125,415,No,No,0,240.7,82,40.92,269.4,85
72,408,No,No,0,179.9,113,30.58,149.8,112
74,415,No,No,0,314.1,86,53.4,222.4,99
134,415,No,Yes,41,162,82,27.54,324.7,77
145,415,No,No,0,175.8,89,29.89,274.3,119
136,510,No,No,0,109.4,91,18.6,207.5,111
209,510,No,No,0,255.1,124,43.37,230.6,110
66,415,Yes,No,0,208.7,84,35.48,173.3,88
152,510,No,Yes,20,214.6,108,36.48,96.6,82
162,408,No,No,0,49.2,121,8.36,143.9,136
72,510,No,No,0,141.3,133,24.02,134.9,96
101,415,No,No,0,253.2,89,43.04,237.9,114
125,415,No,No,0,206,128,35.02,198.1,71
46,408,No,No,0,40.4,105,6.87,172.4,83
132,408,No,No,0,291.2,104,49.5,234.2,132
193,415,No,Yes,31,71.2,58,12.1,124.7,105
63,510,No,No,0,261.8,69,44.51,245,135
124,510,No,No,0,191.3,134,32.52,261.5,113
144,415,No,No,0,133.3,101,22.66,255.5,127
116,408,No,Yes,24,183.6,138,31.21,203.8,90
189,415,No,Yes,30,155.2,116,26.38,195.5,50
97,408,No,Yes,28,283.1,93,48.13,185.4,98
137,510,No,Yes,50,186.5,94,31.71,178,106
142,415,No,Yes,38,163.3,104,27.76,136,114
84,510,No,No,0,203.4,125,34.58,182.9,88
119,415,No,Yes,19,178.1,110,30.28,212.8,100
158,415,No,No,0,195.9,103,33.3,89.1,95
50,415,No,No,0,295.3,127,50.2,127.4,100
98,408,No,No,0,136.1,82,23.14,156.3,118
101,415,No,Yes,24,114.1,95,19.4,161.5,86
182,415,No,No,0,279.1,124,47.45,180.5,108
51,408,No,No,0,169.3,111,28.78,139.5,69
117,510,No,No,0,214.4,94,36.45,138,149
92,415,Yes,No,0,255.8,125,43.49,142.7,111
86,408,No,No,0,148.2,71,25.19,285.1,91
122,415,No,No,0,119.3,93,20.28,223.9,103
156,408,No,Yes,27,192.3,137,32.69,199.9,115
127,510,No,No,0,245.2,91,41.68,217.2,92
130,408,Yes,No,0,216.2,106,36.75,363.7,86
158,408,No,No,0,172.4,114,29.31,256.6,69
145,510,Yes,Yes,30,175.3,107,29.8,153.3,116
90,415,Yes,Yes,26,169,104,28.73,188.8,104
127,510,No,Yes,27,2.6,113,0.44,254,102
109,415,No,No,0,184.1,143,31.3,211.7,105
88,415,No,No,0,181.9,90,30.92,151.5,87
101,510,No,Yes,9,160.1,116,27.22,210,121
171,510,No,No,0,189.8,122,32.27,173.7,85
21,415,No,No,0,223.2,142,37.94,216.5,114
145,408,No,Yes,31,216,94,36.72,225.1,123
90,415,No,No,0,198.5,124,33.75,266.6,100
33,408,No,No,0,159.5,115,27.12,195.4,118
61,408,No,Yes,40,105,78,17.85,180.6,100
107,415,No,No,0,204.5,108,34.77,162.4,110
147,408,No,No,0,274,92,46.58,231.8,82
117,510,No,No,0,158.7,84,26.98,181.7,91
95,415,No,No,0,229.9,116,39.08,202.4,110
186,510,No,No,0,137.8,97,23.43,187.7,118
128,415,No,No,0,179.4,94,30.5,270.4,92
55,408,No,Yes,39,139.3,101,23.68,178.3,117
134,415,No,No,0,7.8,86,1.33,171.4,100
96,415,No,Yes,23,183.1,88,31.13,147.4,89
107,415,No,No,0,206.9,79,35.17,262.4,117
123,415,No,No,0,140,106,23.8,153.7,101
35,415,No,No,0,179.2,59,30.46,283.3,101
74,408,No,No,0,177.4,136,30.16,240.3,104
130,408,No,No,0,115.6,129,19.65,167.8,104
137,408,Yes,No,0,237.3,103,40.34,176.7,84
88,415,No,No,0,181.5,116,30.86,187,119
80,408,No,No,0,51.5,90,8.76,164,98
116,408,No,Yes,19,155.7,104,26.47,185.4,118
123,510,No,Yes,23,245,88,41.65,265,105
120,415,No,No,0,131.7,99,22.39,163.1,109
146,415,Yes,No,0,111.1,126,18.89,313.4,95
106,510,No,Yes,9,88.5,100,15.05,324.8,109
121,408,No,Yes,44,116,85,19.72,150.1,120
137,510,No,No,0,155.5,81,26.44,133.1,94
84,408,No,Yes,30,106.5,65,18.11,225.7,108
67,510,No,Yes,31,175.2,68,29.78,199.2,73
161,408,No,No,0,154.7,84,26.3,177.8,125
134,510,No,Yes,34,247.2,105,42.02,225.5,133
62,415,Yes,Yes,32,218.4,93,37.13,236.7,132
120,415,No,Yes,24,227.5,81,38.68,234.9,71
130,408,No,Yes,30,185,117,31.45,249.5,141
20,408,No,No,0,186.8,89,31.76,253.4,51
68,415,No,No,0,158.8,119,27,211.8,105
112,415,No,No,0,208.7,150,35.48,212.8,104
77,408,No,No,0,185.9,95,31.6,212,98
109,415,No,No,0,222.5,74,37.83,169.7,75
108,415,No,No,0,201.1,101,34.19,170.7,86
79,415,No,Yes,17,167.9,114,28.54,243.7,93
119,408,No,No,0,239.1,88,40.65,243.5,79
38,510,No,No,0,175.7,109,29.87,211.8,97
109,415,No,Yes,29,111.2,90,18.9,263.5,98
78,415,No,No,0,87.7,74,14.91,214.8,58
134,415,No,No,0,244.1,99,41.5,246.9,111
47,415,No,Yes,27,165,89,28.05,127.3,118
59,408,No,Yes,27,127.4,110,21.66,103.3,99
151,415,No,No,0,194.8,106,33.12,292.7,103
129,415,No,No,0,54.7,131,9.3,256.1,105
107,510,No,Yes,27,283.4,104,48.18,224.1,152
137,408,Yes,No,0,258,112,43.86,246.5,117
76,510,No,No,0,90.5,142,15.39,211.7,75
24,415,No,No,0,235.6,132,40.05,115.9,129
169,408,No,No,0,142.5,82,24.23,231.4,110
30,408,No,No,0,54,68,9.18,179.3,96
70,415,No,No,0,214.8,87,36.52,131,114
52,510,Yes,No,0,251.4,118,42.74,196.6,80
3,408,No,No,0,139,99,23.63,250.7,108
38,415,No,No,0,117.3,114,19.94,208.7,105
104,415,No,No,0,264,108,44.88,132.2,75
27,408,No,No,0,82.6,105,14.04,204,99
166,415,Yes,Yes,28,175.8,126,29.89,253.6,76
13,408,No,No,0,220.4,100,37.47,211.2,79
52,408,No,No,0,217,104,36.89,152.3,83
114,415,No,Yes,25,129,77,21.93,290,110
156,408,No,No,0,150.5,106,25.59,152.9,112
90,415,No,Yes,42,193.3,66,32.86,263.3,85
62,415,No,No,0,189.5,122,32.22,103.8,95
82,415,No,Yes,33,137.8,95,23.43,235.5,128
52,510,No,No,0,129.3,80,21.98,142.7,101
146,510,No,No,0,115.6,77,19.65,213.6,100
120,415,No,Yes,23,221.9,114,37.72,254.7,84
130,415,No,No,0,263.7,113,44.83,186.5,103
90,408,No,No,0,61.3,91,10.42,194.4,94
147,408,Yes,No,0,183.8,113,31.25,164.7,110
159,415,No,No,0,167.4,68,28.46,143.8,74
74,510,No,Yes,27,154.1,122,26.2,195.3,150
130,408,No,No,0,252,101,42.84,170.2,105
155,408,Yes,No,0,163.1,94,27.73,291.7,108
87,415,No,No,0,198.3,80,33.71,187,89
81,415,No,No,0,324.7,48,55.2,236.4,82
99,510,No,No,0,128.3,78,21.81,215.3,120
131,510,No,No,0,187.9,110,31.94,200.5,101
89,510,No,No,0,129.2,71,21.96,214.1,68
123,415,Yes,No,0,125.5,106,21.34,128.9,96
130,510,No,Yes,26,257.2,108,43.72,224.3,122
99,415,No,No,0,124.6,90,21.18,146.4,70
36,408,No,No,0,175.1,144,29.77,216.9,69
87,415,No,No,0,124.3,91,21.13,173.4,105
139,415,No,No,0,271.6,130,46.17,156,131
189,510,No,No,0,219.9,80,37.38,143.3,117
96,415,No,Yes,33,183.3,115,31.16,201.4,87
112,408,No,No,0,101.1,119,17.19,214.4,67
75,408,No,No,0,203.3,70,34.56,228.9,97
178,415,No,Yes,35,175.4,88,29.82,190,65
112,415,No,No,0,266,97,45.22,214.6,94
108,415,No,Yes,41,171.6,110,29.17,136.1,78
100,510,No,No,0,78.7,98,13.38,225.6,102
121,510,No,Yes,20,211.9,110,36.02,215.1,120
116,415,No,No,0,63.7,101,10.83,195.8,95
161,415,No,No,0,173.4,100,29.48,213.7,74
19,415,Yes,No,0,237.7,98,40.41,207.1,121
104,415,No,No,0,225.9,123,38.4,162.8,106
119,415,Yes,Yes,32,173,101,29.41,209.4,93
125,415,No,No,0,224.9,102,38.23,143.8,87
156,510,No,No,0,237.7,122,40.41,181.5,91
109,415,No,No,0,137,128,23.29,217,116
95,510,No,No,0,142.5,109,24.23,176.1,107
90,408,No,No,0,142.4,126,24.21,126.2,118
105,415,No,Yes,21,147,112,24.99,197.3,43
101,510,No,No,0,220.3,124,37.45,188.6,101
95,415,No,No,0,149.2,96,25.36,260.7,116
123,415,No,No,0,204.4,88,34.75,137.5,111
160,408,No,No,0,216.8,77,36.86,207.3,117
141,510,No,Yes,28,308,123,52.36,247.8,128
87,415,No,No,0,58,125,9.86,67.5,116
81,415,No,No,0,173.2,80,29.44,236.2,94
75,415,No,Yes,19,210.3,90,35.75,241.8,87
126,408,No,Yes,24,58.9,125,10.01,305.5,90
28,415,No,No,0,236.8,102,40.26,167.1,87
153,415,No,No,0,228.9,102,38.91,160.7,136
97,408,No,Yes,32,90,87,15.3,276.3,113
115,408,No,No,0,146.7,128,24.94,106.2,74
95,408,No,No,0,237.3,83,40.34,154,65
17,415,Yes,No,0,162.8,118,27.68,229.6,91
105,415,No,Yes,20,186.9,114,31.77,256.3,91
121,415,No,No,0,86.1,100,14.64,259.8,113
125,408,No,No,0,212.3,89,36.09,215.4,127
124,415,No,No,0,151,98,25.67,120.6,119
35,408,No,No,0,158.6,67,26.96,130.4,96
134,510,No,No,0,296,93,50.32,226.4,117
123,510,No,Yes,32,212.3,77,36.09,251.5,78
124,415,No,No,0,234.4,61,39.85,179.3,111
133,510,No,No,0,176.8,92,30.06,187.5,97
185,415,No,Yes,19,157.3,123,26.74,257.7,94
1,415,No,Yes,26,146.6,68,24.92,172.8,67
107,415,No,No,0,260.5,108,44.29,102.4,110
91,415,No,Yes,20,146.1,98,24.84,277.4,104
178,408,Yes,No,0,124.5,134,21.17,141.2,78
123,415,No,No,0,209.4,49,35.6,237.4,117
170,415,No,No,0,285.7,44,48.57,167.5,144
135,415,No,No,0,190.9,44,32.45,161.4,109
85,408,No,No,0,144.4,88,24.55,264.6,105
134,415,No,Yes,50,208.8,130,35.5,132.9,104
148,415,No,Yes,36,77.6,141,13.19,207,60
93,415,No,No,0,271.1,101,46.09,237.4,133
138,415,No,No,0,240.8,104,40.94,144.5,92
159,510,No,No,0,114.8,98,19.52,192.6,101
103,415,No,Yes,34,138.8,80,23.6,142,108
150,408,No,Yes,27,209.8,112,35.67,155,80
37,408,No,No,0,134.9,98,22.93,248.4,130
33,415,Yes,No,0,164,99,27.88,153.1,102
55,415,No,No,0,245.5,130,41.74,192.7,54
134,408,No,Yes,32,80.3,94,13.65,199.9,124
107,408,No,No,0,90.7,90,15.42,207.5,109
80,408,No,Yes,36,190.3,115,32.35,256.6,78
78,408,No,No,0,108.6,108,18.46,209.9,126
85,408,No,Yes,17,89.8,88,15.27,233.2,75
61,415,No,Yes,15,252.4,106,42.91,187.8,69
97,415,No,Yes,32,183.4,94,31.18,269.1,120
136,408,Yes,No,0,183.4,103,31.18,141.9,113
135,408,No,No,0,155.2,100,26.38,135.9,84
87,415,No,Yes,19,165.8,122,28.19,186.9,89
165,510,No,No,0,209.4,67,35.6,273.8,89
148,415,No,No,0,279.3,104,47.48,201.6,87
99,415,No,No,0,174.1,102,29.6,99.1,118
123,415,No,No,0,175.7,78,29.87,184.6,96
127,415,Yes,No,0,256.5,87,43.61,222.1,101
151,415,No,No,0,170.2,89,28.93,187.5,83
185,408,No,No,0,139.6,92,23.73,250.2,115
65,415,No,Yes,34,208.8,119,35.5,142.1,106
58,510,No,No,0,210.1,126,35.72,248.9,108
104,415,No,No,0,113.6,87,19.31,158.6,98
44,415,No,No,0,202.6,89,34.44,163,96
58,408,No,No,0,174.4,112,29.65,265.8,122
108,415,No,No,0,210.6,117,35.8,164.2,103
132,510,No,No,0,121.5,88,20.66,253,124
80,415,No,No,0,127.8,67,21.73,181.6,112
162,415,No,No,0,135.2,98,22.98,242,107
110,510,No,No,0,99.4,62,16.9,275,86
96,415,No,No,0,276.9,105,47.07,246.9,94
168,408,No,No,0,163.4,134,27.78,240.1,87
72,510,No,No,0,287.4,116,48.86,235.3,126
125,408,No,Yes,23,120.5,104,20.49,227.8,115
170,510,No,No,0,184.1,106,31.3,204.9,70
71,510,No,No,0,185,84,31.45,232.5,129
124,415,No,No,0,160.9,109,27.35,144.2,152
68,415,No,No,0,207.6,68,35.29,251.6,123
97,415,No,No,0,209.2,134,35.56,0,0
98,510,Yes,No,0,158.4,71,26.93,306.6,66
24,408,No,No,0,149,73,25.33,131,81
136,510,No,No,0,204.5,63,34.77,208.8,95
44,408,No,No,0,288.8,86,49.1,175.9,87
96,415,No,Yes,40,108.6,90,18.46,206.4,154
31,415,No,No,0,97.5,129,16.58,260.4,78
72,415,No,No,0,166.5,102,28.31,261,103
24,415,No,No,0,156.2,104,26.55,90,101
112,415,No,Yes,31,225.2,89,38.28,256.8,117
117,415,Yes,No,0,287.4,118,48.86,259.6,84
137,415,No,Yes,19,175.3,96,29.8,241.3,146
136,408,No,No,0,102.1,75,17.36,219.5,97
95,415,No,No,0,157.9,103,26.84,259.6,90
82,415,No,Yes,19,146.5,73,24.91,246.4,65
145,415,No,No,0,245.8,116,41.79,286.7,91
56,415,Yes,No,0,177.7,114,30.21,215.6,110
155,408,Yes,No,0,250.8,146,42.64,152.5,105
133,408,No,No,0,117.8,100,20.03,199.2,105
53,415,No,No,0,119.7,113,20.35,189.7,84
123,415,No,No,0,242.2,87,41.17,226.1,101
136,415,No,No,0,163.4,83,27.78,249.3,119
57,415,No,No,0,161,113,27.37,208,134
62,408,No,No,0,128.7,111,21.88,169.5,104
112,415,No,No,0,81.6,94,13.87,268.1,112
55,415,No,Yes,20,207.7,91,35.31,199.7,113
95,408,No,No,0,128.6,115,21.86,216.2,88
125,415,No,No,0,233.3,65,39.66,209.8,93
1,415,No,No,0,182.1,106,30.96,134.9,106
98,415,No,Yes,36,168,81,28.56,163.2,125
105,415,No,No,0,251.6,88,42.77,175.1,103
113,415,No,Yes,30,183.8,102,31.25,183.4,123
99,408,No,No,0,256.4,44,43.59,214.5,105
103,415,No,No,0,180.2,134,30.63,97.7,85
177,408,No,No,0,227.8,81,38.73,161.8,97
149,415,No,Yes,20,147.8,132,25.13,276.8,94
160,415,No,No,0,234.9,136,39.93,270.8,134
116,408,No,No,0,110.9,54,18.85,213.4,82
90,415,No,Yes,22,124.5,94,21.17,231.7,90
148,415,Yes,No,0,233.5,81,39.7,187.7,71
147,415,No,Yes,35,197.3,134,33.54,141.1,99
95,510,No,No,0,58.2,96,9.89,202.1,126
201,510,No,No,0,212.7,72,36.16,225.2,90
80,415,No,No,0,151.5,89,25.76,131.7,78
122,415,Yes,No,0,146.3,117,24.87,218.7,93
132,408,No,No,0,195.1,100,33.17,148.8,95
83,510,No,No,0,208.9,71,35.51,214.8,92
99,408,No,No,0,135.7,107,23.07,208.4,103
84,415,No,No,0,225.9,86,38.4,275.6,105
46,415,No,No,0,122.2,67,20.77,167.2,62
87,510,No,No,0,153.3,106,26.06,224.5,117
150,415,No,No,0,214,117,36.38,192.4,89
73,408,No,No,0,194.8,112,33.12,167.2,85
7,415,No,No,0,206.7,87,35.14,281.1,83
89,415,No,Yes,12,188,105,31.96,151.3,107
131,408,Yes,No,0,122.3,83,20.79,118.8,94
105,415,No,No,0,259.3,96,44.08,175.2,97
108,408,Yes,No,0,115.1,114,19.57,211.3,70
47,415,No,Yes,28,172.9,109,29.39,137.6,94
101,415,Yes,No,0,156.4,116,26.59,130.4,114
182,415,No,Yes,24,128.1,104,21.78,143.4,127
161,408,No,No,0,196.6,73,33.42,170.2,79
128,408,No,No,0,227.9,130,38.74,302.6,71
69,415,No,Yes,31,194.9,63,33.13,191.6,90
113,408,No,Yes,34,44.9,63,7.63,134.2,82
87,408,No,Yes,30,262.8,114,44.68,215.8,130
71,415,No,No,0,211.2,70,35.9,252.7,122
76,415,No,No,0,204,69,34.68,225.1,110
87,510,No,No,0,223.2,109,37.94,127.5,86
117,408,No,No,0,119,82,20.23,187.5,108
177,415,No,No,0,266.1,91,45.24,225.2,79
95,415,No,No,0,134.4,104,22.85,152.4,95
76,415,No,No,0,171.1,78,29.09,257.2,83
66,415,No,No,0,170.5,103,28.99,254.3,77
110,415,No,No,0,178.5,124,30.35,146.9,141
204,510,No,No,0,205.2,145,34.88,154.8,95
32,415,No,Yes,31,232.8,97,39.58,183.5,111
133,408,No,Yes,39,239.9,107,40.78,253.8,77
185,408,No,No,0,55.6,97,9.45,288.7,83
103,415,No,Yes,37,153.5,78,26.1,241.9,108
91,510,No,No,0,109.8,100,18.67,189.6,104
131,415,No,No,0,196.1,89,33.34,185.5,87
153,510,No,No,0,166.8,127,28.36,143.5,121
132,415,No,Yes,25,113.2,96,19.24,269.9,107
148,510,No,No,0,203,92,34.51,150.9,125
141,408,No,No,0,242.8,90,41.28,234.1,80
105,415,No,No,0,156.5,102,26.61,140.2,134
169,408,No,No,0,266.7,105,45.34,158.2,88
127,415,No,Yes,23,182,80,30.94,216.1,85
57,415,No,No,0,85.9,92,14.6,193.9,127
123,415,No,Yes,33,146.6,87,24.92,114.8,59
103,510,No,Yes,35,110.5,101,18.79,208.3,81
101,415,No,No,0,118.6,89,20.16,199.6,97
123,415,No,Yes,22,197.6,105,33.59,80,86
78,510,No,Yes,32,210.3,116,35.75,192.2,83
101,415,No,Yes,28,220.3,96,37.45,285.8,72
129,415,No,No,0,150,98,25.5,232.4,101
67,415,No,Yes,34,161.7,114,27.49,207.6,115
37,415,No,No,0,191.4,116,32.54,167.4,99
64,415,Yes,No,0,146.7,83,24.94,148.3,91
173,510,No,No,0,109.4,103,18.6,101.3,111
135,510,No,No,0,144.1,115,24.5,249.8,68
75,415,No,Yes,42,248.9,93,42.31,170.8,108
88,415,No,No,0,85.7,112,14.57,221.6,70
112,415,No,No,0,214.8,112,36.52,209.7,104
113,408,No,No,0,158.9,137,27.01,242.8,109
121,510,No,Yes,28,110,94,18.7,141.5,76
70,415,No,No,0,152.8,145,25.98,183.6,102
90,415,No,No,0,145.6,103,24.75,197.1,137
39,408,No,No,0,93.3,83,15.86,199.6,114
142,408,No,No,0,216.8,134,36.86,187.8,106
176,408,No,No,0,201.9,101,34.32,154.7,78
105,408,No,No,0,146.4,81,24.89,225.1,80
57,415,No,No,0,272.7,74,46.36,224.9,85
110,510,No,No,0,18.9,92,3.21,258.4,81
88,415,No,No,0,172.8,81,29.38,193.4,90
95,408,No,No,0,190.2,119,32.33,157.1,70
147,415,No,No,0,130.6,83,22.2,208.1,144
101,415,No,No,0,158.4,92,26.93,188,117
115,415,No,No,0,166.5,111,28.31,236.2,98
103,415,No,No,0,129.3,103,21.98,202.8,89
82,415,No,No,0,199.3,112,33.88,193.4,120
141,415,No,No,0,185.1,126,31.47,233,98
149,408,No,No,0,175.4,80,29.82,197.4,127
131,510,No,No,0,263.4,123,44.78,151.9,74
119,510,No,No,0,94.2,108,16.01,264.1,100
112,510,No,No,0,189.4,83,32.2,219,89
116,510,No,Yes,35,118,103,20.06,167.2,106
94,415,No,No,0,212.1,98,36.06,189.4,89
90,408,No,No,0,222,93,37.74,187,103
114,415,No,Yes,31,222.8,98,37.88,180.5,105
63,408,No,Yes,25,190,137,32.3,116.6,76
130,408,No,No,0,271.8,129,46.21,237.2,128
122,408,No,Yes,29,195.4,83,33.22,268.2,93
166,510,No,No,0,199.6,93,33.93,214.3,99
62,415,No,No,0,100,98,17,173.5,95
78,415,No,Yes,21,160.6,85,27.3,223.1,79
148,415,No,Yes,26,158.7,91,26.98,160.5,127
154,510,No,No,0,154.5,122,26.27,214.2,71
110,408,No,Yes,34,192.3,114,32.69,129.3,114
75,415,No,No,0,305.1,106,51.87,188,115
84,408,No,Yes,38,193,106,32.81,153.6,106
113,510,No,No,0,72.5,88,12.33,204,112
181,510,No,Yes,40,105.2,61,17.88,341.3,79
51,415,No,No,0,180.5,88,30.69,134.7,102
102,408,No,Yes,29,214.7,86,36.5,314.3,109
107,408,No,No,0,86.8,95,14.76,108.1,85
88,510,No,No,0,131.5,99,22.36,174.8,128
82,415,No,No,0,135.4,102,23.02,237.1,122
204,415,No,No,0,174.3,85,29.63,254.1,95
130,510,No,No,0,203.9,63,34.66,191.8,93
174,510,No,No,0,235.5,108,40.04,142.3,143
129,415,No,No,0,157,113,26.69,256.9,97
190,415,Yes,No,0,111.9,55,19.02,223,124
54,510,Yes,No,0,236.3,91,40.17,152.8,130
78,408,No,No,0,163.6,88,27.81,283.4,93
100,415,No,Yes,29,213.6,127,36.31,175.9,82
70,510,No,Yes,30,143.4,72,24.38,170,92
111,510,No,No,0,78.3,119,13.31,198.2,94
117,408,No,No,0,97.1,98,16.51,228,131
68,415,No,No,0,94.1,93,16,147.6,80
27,510,No,No,0,226.3,95,38.47,274.3,109
91,415,No,No,0,133.8,61,22.75,158.8,96
181,415,No,Yes,27,190.3,93,32.35,249,127
118,415,No,Yes,36,294.9,106,50.13,165.7,115
112,415,No,No,0,185.4,114,31.52,191.4,119
93,415,No,No,0,179.5,121,30.52,191.9,131
102,408,No,No,0,158,94,26.86,207.9,100
93,415,No,No,0,173,131,29.41,190.4,108
107,415,No,Yes,32,134.2,101,22.81,211.9,145
100,415,No,Yes,32,125.2,123,21.28,230.9,101
115,415,No,No,0,195.9,111,33.3,227,108
63,510,No,Yes,13,214.2,61,36.41,181.2,88
57,415,No,No,0,221.1,101,37.59,236.7,65
119,408,No,Yes,26,132,100,22.44,173.3,121
73,408,No,No,0,157.6,92,26.79,198.3,87
98,408,No,Yes,30,110.3,71,18.75,182.4,108
139,415,Yes,No,0,161.5,121,27.46,192.9,137
31,408,No,Yes,28,171.8,116,29.21,240.7,125
129,510,No,Yes,32,211,99,35.87,155.1,89
115,415,No,No,0,139.3,89,23.68,192.3,95
108,415,No,No,0,291.6,99,49.57,221.1,93
139,408,No,No,0,139,110,23.63,132.9,93
102,408,No,No,0,234.8,125,39.92,199.2,99
149,408,No,No,0,187.6,83,31.89,201.4,81
113,415,No,No,0,159.8,143,27.17,210.1,93
131,408,No,Yes,33,177.1,100,30.11,194,85
83,408,No,No,0,117.9,101,20.04,160.4,92
96,415,No,Yes,21,247.6,95,42.09,256.3,150
98,408,No,No,0,169.9,77,28.88,138.3,155
3,415,No,No,0,185,120,31.45,203.7,129
77,408,No,Yes,17,204.9,84,34.83,201,102
75,408,No,Yes,24,225.5,119,38.34,182,108
40,510,No,No,0,169.7,115,28.85,141.4,123
108,415,No,No,0,239.3,102,40.68,223.4,127
100,415,No,No,0,113.3,96,19.26,197.9,89
16,415,No,No,0,161.9,100,27.52,230.1,138
115,510,No,Yes,16,133.3,110,22.66,185.7,111
108,510,No,Yes,25,170.7,88,29.02,109.9,113
107,510,No,No,0,189.7,76,32.25,156.1,65
161,415,No,No,0,322.3,100,54.79,230.4,135
147,415,No,No,0,124.4,74,21.15,320.9,78
107,415,No,No,0,146.9,94,24.97,114.3,111
120,510,No,No,0,192.6,123,32.74,206.4,105
107,408,No,Yes,36,96.3,83,16.37,179.6,91
58,510,No,No,0,131.9,96,22.42,167.6,107
91,408,No,No,0,147.2,121,25.02,175.2,87
13,415,No,No,0,143.1,139,24.33,239.6,88
104,408,No,No,0,280.4,127,47.67,179.4,79
93,415,No,Yes,31,237.2,85,40.32,213.1,100
95,510,No,No,0,184.2,95,31.31,181.6,101
104,415,No,No,0,109.1,141,18.55,187.1,140
35,408,No,No,0,138.1,115,23.48,158.2,82
62,415,No,No,0,186.8,94,31.76,207.6,92
143,510,No,No,0,155.4,112,26.42,290.9,92
62,415,No,No,0,245.3,91,41.7,122.9,130
60,415,Yes,No,0,205.9,97,35,277.4,117
41,510,No,No,0,207.2,138,35.22,214.1,83
34,415,No,Yes,14,151.5,100,25.76,248.7,126
56,408,No,No,0,221.9,112,37.72,278.2,122
183,415,No,No,0,190,100,32.3,246.6,78
94,415,No,No,0,220.8,111,37.54,156.2,67
73,415,No,Yes,47,173.7,117,29.53,204,114
123,408,No,No,0,114.8,94,19.52,150,104
64,408,No,No,0,113.8,97,19.35,192.3,97
127,415,Yes,No,0,143.2,60,24.34,179.5,159
33,415,No,No,0,184.4,111,31.35,203.8,110
27,415,No,No,0,227.4,67,38.66,248,115
123,408,No,No,0,224,99,38.08,210.7,80
148,510,No,No,0,216.2,95,36.75,185.7,105
81,415,No,No,0,129.9,121,22.08,230.1,105
122,510,No,Yes,30,230.1,108,39.12,287.6,76
52,415,No,No,0,204.4,97,34.75,273.2,128
91,408,No,Yes,44,216.6,101,36.82,173.1,98
54,415,No,No,0,247.5,85,42.08,225.4,93
152,510,No,No,0,228.1,93,38.78,136.4,106
201,415,No,No,0,225.9,110,38.4,299.1,86
78,415,No,No,0,103.5,115,17.6,117.9,102
67,415,No,No,0,115.5,70,19.64,252.2,143
100,408,No,No,0,218.8,125,37.2,148.3,102
41,510,No,No,0,223.8,67,38.05,244.8,74
133,415,No,No,0,143.8,71,24.45,184,131
